DIVISION,REPORTABLE_DOMAIN,TYPEHUQ,KOWNRENT,YEARMADE,OCCUPYYRANGE,BEDROOMS,TOTROOMS,STOVEN,NUMFRIG,NUMPC,INTERNET,INDIALUP,INDSL,INCABLE,INSATEL,FUELHEAT,EMPLOYHH,SDESCENT,Householder_Race,EDUCATION,NHSLDMEM,HHAGE,WORKPAY,RETIREPY,SSINCOME,INVESTMT,MONEYPY,POVERTY100,FOODASST,DOLLAREL,DOLLARNG,DOLLARLP
3,7,2,1,1972,2,4,9,1,1,1,1,0,0,1,0,1,0,0,1,4,6,45,1,0,0,1,97500,501,0,1403,1582,0
3,7,2,1,1966,14,3,7,1,1,1,1,0,1,0,0,1,0,0,1,6,4,47,1,0,0,0,72500,501,0,1145,1459,0
9,26,2,1,1995,7,3,8,1,2,1,1,0,1,0,0,2,0,0,1,3,2,70,0,1,1,1,27500,501,0,2972,0,1211
4,11,2,1,1920,54,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,83,0,1,0,0,3750,100,0,994,1291,0
9,27,8,2,1950,2,2,4,1,1,1,1,0,0,1,0,3,0,0,1,2,2,30,1,0,0,0,17500,150,1,387,0,0
1,2,2,1,1976,34,4,9,1,2,1,1,0,0,1,0,4,0,0,1,6,2,31,1,0,0,1,120000,501,0,3157,0,1959
3,9,4,2,1920,2,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,4,2,3,31,1,1,1,0,6250,100,1,581,770,0
3,6,2,1,2003,2,6,17,1,7,1,1,0,1,0,0,1,0,1,1,5,5,38,1,0,0,1,120000,501,0,8055,1354,0
5,15,2,1,2003,2,4,8,1,1,1,1,0,0,1,0,3,0,0,1,6,3,29,1,0,0,0,110000,501,0,1551,940,0
8,24,2,2,1988,2,1,2,1,1,1,1,0,1,0,0,3,0,0,4,3,2,38,1,0,0,0,42500,501,0,1084,0,0
9,27,4,1,2005,2,2,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,5,1,76,0,1,0,0,37500,501,0,260,529,0
8,23,2,1,1979,34,5,9,1,1,1,1,0,1,0,0,1,0,0,1,3,2,62,1,0,0,1,52500,501,0,1126,539,0
7,21,3,2,2007,2,2,5,1,1,1,1,0,0,1,0,-2,0,1,1,3,4,39,1,0,0,0,22500,150,1,1002,0,0
2,3,2,1,1958,44,4,7,1,2,1,0,-2,-2,-2,-2,1,0,0,1,0,1,80,0,1,0,0,17500,501,0,648,893,0
3,7,2,1,1978,24,4,8,1,3,1,1,0,0,1,0,3,0,0,1,7,4,57,1,1,0,1,110000,501,0,3728,0,0
5,14,2,3,1987,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,3,27,0,0,0,0,37500,501,0,3138,0,0
5,16,6,2,1998,2,1,3,1,1,1,1,0,1,0,0,3,0,0,1,6,1,25,1,0,0,0,22500,501,0,1128,0,0
9,27,6,2,1969,2,2,4,1,1,1,1,1,0,0,0,3,0,0,4,3,1,42,0,0,0,0,27500,501,1,1024,0,0
3,6,2,1,1995,7,2,5,1,2,2,-2,-2,-2,-2,-2,1,0,0,2,2,5,45,1,0,0,0,42500,501,0,1338,1299,0
3,9,8,2,1955,2,1,2,1,1,1,1,0,0,1,0,3,0,0,4,3,2,21,1,0,0,0,47500,501,0,466,92,0
5,13,2,1,1991,2,4,8,1,1,1,1,0,1,0,0,1,0,0,2,4,5,32,1,0,0,0,57500,501,0,2174,740,0
9,26,2,1,1979,14,4,7,2,1,1,1,0,0,0,1,6,0,0,1,3,3,53,1,0,0,1,27500,501,0,1537,0,1155
9,26,8,2,2002,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,4,28,1,0,0,0,52500,501,0,840,216,0
4,12,2,1,1955,7,4,9,1,2,1,1,0,1,0,0,3,0,0,1,5,4,41,1,0,0,0,120000,501,0,933,877,0
5,17,2,1,1974,2,5,12,1,2,1,1,0,1,0,0,3,0,0,4,6,4,49,1,0,0,1,120000,501,0,2794,407,0
5,13,2,1,1996,7,4,9,1,3,1,1,0,0,1,0,1,0,0,1,5,2,39,1,0,0,0,120000,501,0,1959,772,0
7,21,2,1,1975,7,3,5,2,1,1,1,0,1,0,0,3,0,0,1,2,2,65,1,1,0,0,62500,501,0,2801,0,0
6,18,6,2,1969,34,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,1,1,73,0,1,1,0,2500,100,1,593,0,0
9,27,2,1,1965,24,2,6,1,1,1,1,0,0,1,0,6,0,0,1,4,2,55,1,0,0,0,27500,501,0,1507,0,0
2,5,2,1,1982,7,3,10,1,2,1,1,0,0,1,0,1,0,0,1,4,1,52,1,1,0,0,97500,501,0,1415,1069,0
1,2,4,1,1950,2,2,5,1,1,1,1,0,0,1,0,1,0,0,7,5,2,22,1,0,0,0,17500,150,0,2310,1905,0
8,25,2,1,1966,44,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,1,2,83,1,1,0,0,37500,501,0,281,602,0
1,1,2,1,1932,34,2,5,1,1,1,1,0,1,0,0,1,0,0,1,1,1,61,0,1,0,0,12500,150,0,1273,1002,0
8,24,2,1,1987,14,4,7,1,1,1,1,0,1,0,0,6,0,0,1,6,2,68,1,1,0,1,120000,501,0,929,0,859
9,26,2,2,1960,2,2,4,1,1,1,1,0,1,0,0,1,0,1,1,5,4,31,1,0,0,0,27500,150,0,902,470,0
3,8,6,2,1980,2,2,5,1,1,1,1,0,0,1,0,1,0,0,6,4,2,21,1,0,0,0,42500,501,1,666,528,0
7,21,3,1,2001,2,3,7,1,1,1,1,0,1,0,0,1,0,0,1,7,2,73,0,1,0,0,47500,501,0,940,424,0
5,16,8,2,2001,2,1,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,5,2,27,1,0,0,0,32500,501,0,616,0,0
6,18,2,1,1968,44,3,8,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,6,2,83,0,1,0,0,72500,501,0,852,785,0
9,26,2,1,1983,14,4,10,2,2,1,1,0,0,1,0,1,0,0,1,6,2,64,1,0,0,1,120000,501,0,192,969,0
9,26,9,2,1950,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,1,6,2,5,32,1,0,0,0,17500,100,1,596,0,400
1,2,2,1,1950,7,3,6,1,1,1,1,0,0,1,0,4,0,0,2,6,1,60,1,0,0,0,62500,501,0,920,0,2120
4,10,1,1,1995,2,3,6,1,2,2,-2,-2,-2,-2,-2,2,0,0,1,4,6,47,1,0,0,0,27500,100,0,1362,0,1437
8,24,3,2,1970,2,4,7,1,1,1,1,0,0,1,0,-2,0,0,1,4,1,49,1,1,0,0,67500,501,0,1074,0,0
4,10,8,2,1972,2,2,4,1,1,1,1,0,0,1,0,1,0,0,2,4,3,39,1,0,0,0,42500,501,0,630,826,0
9,26,4,2,1970,2,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,4,0,2,82,0,1,0,0,12500,100,0,795,191,0
5,15,4,2,1985,2,2,4,1,1,1,1,0,0,1,0,1,0,0,2,2,3,27,1,0,0,0,77500,501,0,1424,374,0
7,21,2,1,2006,2,5,13,2,2,1,1,0,1,0,0,1,0,0,1,3,2,57,1,0,0,1,120000,501,0,4681,2435,0
9,26,2,1,1920,14,3,6,1,2,1,1,0,1,0,0,-2,0,1,1,1,7,53,1,1,0,1,37500,150,0,462,363,0
2,3,3,1,1972,2,6,13,1,1,1,1,0,1,0,0,1,0,0,1,5,6,30,1,0,0,0,72500,501,0,1600,1472,0
1,1,2,1,1980,24,3,7,1,2,1,1,1,0,0,0,4,0,0,1,3,1,85,0,1,0,1,27500,501,0,1664,0,2383
5,14,6,2,1948,2,1,3,1,1,1,1,0,1,0,0,3,0,0,1,3,2,21,1,0,0,0,12500,100,1,965,0,0
9,26,7,2,1985,2,3,4,1,1,1,1,0,0,1,0,-2,0,0,4,3,3,19,1,0,0,0,87500,501,0,457,99,0
9,26,2,1,1968,2,3,6,1,1,1,1,0,1,0,0,1,0,1,6,5,2,50,1,0,0,0,57500,501,0,439,429,0
2,5,2,1,1975,14,3,7,1,1,1,1,1,0,1,0,3,0,0,1,5,4,39,1,0,0,1,120000,501,0,1722,0,714
9,26,2,1,1999,14,4,8,1,1,1,1,0,1,0,0,3,0,0,1,5,2,74,1,1,0,1,120000,501,0,5835,686,0
9,26,3,1,2003,7,4,6,1,1,1,1,1,0,0,0,1,0,0,4,5,4,42,1,0,0,1,110000,501,0,839,616,0
4,11,2,2,1958,2,4,8,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,2,5,24,1,0,0,0,37500,150,0,1514,1155,0
5,17,8,2,1985,7,1,3,1,1,2,-2,-2,-2,-2,-2,-2,0,1,1,0,2,63,1,0,1,0,8750,100,1,952,100,0
5,17,2,1,1997,14,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,85,0,1,0,1,42500,501,0,937,0,0
4,12,2,1,1983,2,5,9,1,1,1,1,0,0,0,0,1,0,0,1,5,3,57,0,1,0,0,47500,501,0,2686,924,0
7,21,2,1,1993,2,5,9,1,1,1,1,1,0,0,0,3,0,0,1,6,2,60,1,1,0,0,110000,501,0,1507,666,0
1,1,2,1,1920,14,2,5,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,3,1,62,0,0,0,0,42500,501,0,906,0,2497
9,27,4,2,1941,2,2,4,1,1,1,1,0,0,1,0,1,0,0,2,5,2,29,1,0,0,0,67500,501,0,458,434,0
5,15,2,2,2000,7,4,8,1,1,1,1,0,1,0,0,1,0,0,2,5,3,20,1,0,0,0,37500,501,0,1638,1277,0
9,26,6,2,1970,2,1,3,1,1,1,1,0,1,0,0,1,0,0,2,2,1,49,1,0,0,0,12500,150,0,166,266,0
5,15,2,1,1994,14,4,8,1,2,1,0,-2,-2,-2,-2,1,0,0,2,2,2,53,1,0,0,0,47500,501,0,1095,567,30
4,12,2,1,1984,14,3,8,2,1,1,1,0,0,1,0,1,0,0,1,6,1,57,1,0,0,1,47500,501,0,936,830,0
9,26,2,1,1964,14,2,6,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,1,2,59,1,0,0,0,32500,501,0,578,338,0
1,1,2,1,1961,24,4,7,1,2,1,1,0,0,1,0,4,0,0,1,3,4,59,1,1,0,0,120000,501,0,1983,0,2846
7,21,1,1,1982,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,1,3,27,1,0,0,0,27500,501,0,2293,0,0
3,6,2,1,1958,7,4,6,1,1,1,1,0,1,0,0,1,0,0,1,2,3,29,1,0,0,0,87500,501,0,1232,790,0
5,16,2,1,1991,14,3,7,1,1,1,1,1,1,1,0,3,0,0,1,2,2,49,1,0,0,0,57500,501,0,1784,0,0
2,3,3,2,1989,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,6,2,41,1,0,0,0,77500,501,0,1139,1307,0
9,26,2,1,1975,2,4,8,1,1,1,1,0,1,0,0,-2,0,1,1,2,6,43,1,0,0,0,47500,501,0,771,365,0
3,6,2,1,1950,7,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,2,4,38,1,0,0,0,27500,150,0,944,982,0
4,10,2,1,2007,2,3,7,1,1,1,1,0,0,0,1,3,0,0,1,4,4,29,1,0,0,0,110000,501,0,2042,0,0
5,17,2,1,2002,2,4,7,2,2,1,1,0,0,1,0,3,0,1,1,5,4,65,1,0,0,1,120000,501,0,6747,659,0
5,14,4,2,1940,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,2,52,1,0,0,0,12500,100,0,193,268,0
5,16,2,1,1983,14,3,6,2,1,2,-2,-2,-2,-2,-2,3,0,0,1,5,1,76,0,1,0,1,47500,501,0,1203,871,0
4,10,2,1,1996,14,3,5,1,1,1,1,0,0,1,0,1,0,1,1,4,1,82,0,1,0,1,32500,501,0,700,588,0
8,23,2,1,1979,2,5,9,1,1,1,1,0,0,1,0,1,0,0,1,3,6,36,1,0,0,0,47500,501,0,1479,895,0
7,21,2,1,1993,14,5,14,1,5,1,1,0,1,0,0,1,0,0,1,5,2,50,1,0,0,1,77500,501,0,3634,2610,0
4,11,2,1,1995,14,3,6,1,2,1,1,0,1,0,0,3,0,0,1,5,3,48,1,0,0,0,77500,501,0,1535,0,0
8,24,2,1,1965,2,2,4,1,1,1,0,-2,-2,-2,-2,3,0,1,1,3,2,42,1,0,0,0,37500,501,0,1430,358,0
4,12,4,1,1975,14,2,7,1,2,1,1,0,1,0,0,3,0,0,1,3,4,53,1,0,0,0,120000,501,0,1015,697,0
9,26,2,1,1932,7,3,7,1,2,1,1,0,1,0,0,1,0,1,6,5,7,47,1,0,0,0,67500,501,0,1060,519,0
2,5,7,2,1920,2,-2,1,2,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,45,1,0,1,0,6250,100,0,600,0,0
7,21,2,1,1965,14,2,5,1,1,1,1,0,1,0,0,3,0,0,1,5,3,54,1,0,0,0,52500,501,0,1529,507,0
4,10,2,1,1930,7,1,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,2,66,1,1,0,0,57500,501,0,1508,580,0
4,12,2,1,1996,2,4,12,1,2,1,1,0,1,0,0,2,0,0,1,1,4,39,1,0,0,0,22500,150,0,1097,0,1722
2,3,2,1,1966,2,4,9,1,2,1,1,0,1,0,0,1,0,0,1,3,3,48,1,0,0,0,97500,501,0,1039,1695,0
5,15,2,2,1962,2,2,4,1,1,1,1,0,0,0,0,1,0,0,1,2,2,64,0,1,0,0,8750,100,0,1150,824,0
4,11,8,2,1973,7,-2,1,1,1,1,1,1,0,0,0,1,0,0,1,5,1,72,0,1,0,0,52500,501,0,232,375,0
9,26,9,2,1960,2,-2,1,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,5,1,26,1,0,0,0,32500,501,0,673,0,0
2,5,2,1,2001,2,4,8,1,2,1,1,0,1,0,0,1,0,0,1,4,4,39,1,0,0,0,72500,501,0,1319,939,0
8,24,3,1,1980,2,2,5,1,1,1,1,0,0,1,0,3,0,0,1,5,2,58,1,1,0,1,92500,501,0,1026,0,0
8,24,2,1,1993,14,4,7,1,2,1,1,0,0,1,0,1,0,0,1,5,4,42,1,0,0,1,67500,501,0,3104,710,0
3,6,2,1,1920,24,3,6,1,1,1,1,0,0,0,0,1,0,0,1,5,2,57,1,0,0,0,62500,501,0,1786,1521,0
4,10,2,1,1973,7,3,6,1,1,1,1,0,1,0,0,1,0,0,1,5,4,39,1,0,0,0,37500,501,0,1031,706,0
4,12,3,2,1975,2,2,4,1,2,1,0,-2,-2,-2,-2,1,0,0,1,2,3,40,0,0,1,0,17500,100,0,693,888,0
2,3,4,2,1940,2,6,9,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,7,19,1,0,0,0,62500,501,0,2232,1362,0
3,6,2,1,1932,14,3,8,1,3,1,1,0,1,0,0,1,0,0,1,2,2,60,1,0,0,0,110000,501,0,1472,798,0
5,13,3,2,1990,2,3,6,1,1,1,1,0,0,1,0,3,0,0,2,3,5,39,1,0,0,0,67500,501,0,2557,0,0
3,6,2,1,2002,7,3,6,1,1,1,1,0,1,0,0,1,0,0,2,7,5,52,1,0,0,0,120000,501,1,1489,825,0
7,20,2,1,1960,14,3,6,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,3,36,0,0,0,0,2500,100,0,1451,961,0
6,18,2,1,1980,2,4,8,1,1,1,1,0,0,1,0,3,0,0,2,2,2,68,0,1,0,0,120000,501,0,1645,0,0
5,15,2,1,2001,2,4,7,1,1,1,1,0,1,0,0,3,0,0,2,0,4,30,0,0,0,0,72500,501,0,1380,449,0
2,3,4,1,1920,24,2,5,1,1,1,1,0,0,1,0,1,0,1,6,2,3,25,1,0,0,1,110000,501,0,991,223,0
8,22,2,1,1980,24,3,4,1,1,1,0,-2,-2,-2,-2,1,0,0,1,6,1,78,0,1,0,1,22500,501,0,792,959,0
2,3,2,1,1924,34,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,2,62,0,1,0,0,72500,501,0,558,935,0
4,12,2,1,2008,2,5,8,1,1,1,1,0,1,0,0,1,0,0,1,5,2,45,1,0,0,0,42500,501,0,687,1047,0
8,24,2,1,2000,7,2,5,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,1,1,83,0,1,0,0,17500,501,0,447,289,0
1,2,9,2,1989,14,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,69,0,0,0,0,12500,150,0,1153,0,0
2,3,2,1,1989,24,3,8,1,4,1,1,0,0,1,0,1,0,0,1,5,2,53,1,0,0,1,87500,501,0,1041,994,0
4,12,2,1,1935,24,3,6,1,2,1,1,0,0,1,0,1,0,0,1,2,2,81,0,1,0,0,17500,150,0,604,1298,0
2,3,9,2,1964,2,3,6,1,1,1,1,0,0,1,0,1,0,1,1,6,3,47,1,0,0,0,92500,501,0,1244,768,0
4,10,7,2,1970,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,4,1,34,1,0,0,0,47500,501,0,351,434,0
5,14,2,1,1996,2,4,8,1,3,1,1,0,1,0,0,1,0,0,4,6,4,43,1,0,0,0,120000,501,0,2115,1131,0
5,16,2,1,2001,2,4,7,1,1,1,1,0,0,1,0,3,0,0,1,6,2,31,1,0,0,0,82500,501,0,966,670,0
6,18,2,1,1989,2,4,8,1,1,1,1,0,1,0,0,3,0,0,1,5,5,47,1,0,0,1,110000,501,0,3249,0,0
5,14,3,3,1920,24,3,8,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,1,5,56,0,1,0,0,32500,150,0,679,1383,0
2,5,3,1,1960,2,3,6,1,1,1,1,0,1,0,0,1,0,0,1,2,3,37,1,0,0,0,22500,150,1,676,676,0
8,22,3,1,1981,2,2,8,1,1,1,1,0,0,1,0,6,0,0,1,2,1,52,1,0,0,0,37500,501,0,450,380,0
6,18,2,1,1920,2,3,9,1,2,1,1,0,0,1,0,1,0,0,1,2,3,46,1,0,0,0,120000,501,0,1245,1722,0
1,2,8,2,1920,2,1,4,1,1,1,1,0,0,1,0,4,0,0,1,6,2,59,1,0,0,1,32500,501,0,251,147,840
4,11,3,2,1968,2,3,5,1,2,1,1,0,1,0,0,1,0,0,1,5,3,38,1,0,0,0,62500,501,0,961,1287,0
9,27,2,1,2008,2,3,8,2,2,1,1,0,1,0,0,1,0,0,1,2,4,32,1,0,0,0,110000,501,0,1251,1148,0
8,22,2,1,1977,14,3,5,1,2,1,1,0,0,1,0,1,0,0,1,2,4,41,1,0,0,0,87500,501,0,901,585,0
2,4,2,1,1970,2,2,7,1,1,1,1,0,0,1,0,1,0,0,1,5,3,46,0,0,0,0,87500,501,0,750,1216,0
2,3,2,1,1945,24,4,9,1,2,1,1,0,0,1,0,1,0,0,1,3,5,50,1,1,0,0,82500,501,0,4597,2040,494
2,3,3,2,1940,2,3,6,1,1,1,0,-2,-2,-2,-2,1,0,0,1,4,5,33,1,0,0,0,32500,150,1,977,1389,0
6,18,2,1,2005,2,4,9,1,1,1,1,0,1,0,0,3,0,0,1,5,5,46,1,0,0,1,87500,501,0,2759,0,0
4,12,2,2,1969,7,3,6,1,1,1,1,0,0,1,0,1,0,0,1,2,5,29,1,0,0,1,57500,501,0,1014,932,0
6,19,2,1,2001,7,4,10,2,2,1,1,0,0,1,0,1,0,0,1,5,2,58,1,0,0,1,42500,501,0,2758,1394,0
4,10,2,1,2004,7,3,8,1,2,1,1,0,1,0,0,3,0,0,1,5,2,52,1,0,0,1,72500,501,0,2594,0,0
4,12,2,1,1950,24,3,7,1,1,1,1,0,0,0,1,6,0,0,1,2,2,48,1,0,0,0,52500,501,0,1616,0,1569
7,21,4,2,1982,7,1,3,1,1,1,1,0,0,1,0,3,0,1,1,3,1,52,0,0,0,0,2500,100,0,444,222,0
4,10,2,1,1943,24,4,8,1,1,1,1,0,0,0,1,4,0,0,1,2,5,49,1,0,0,1,42500,501,0,2581,0,572
2,3,4,2,1940,2,-2,1,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,0,1,62,1,0,0,0,12500,150,0,278,179,0
3,8,6,2,1993,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,2,24,1,0,0,0,47500,501,0,442,663,0
2,4,2,1,1963,2,3,7,2,2,1,1,0,1,0,0,1,0,0,1,5,2,30,1,0,0,0,97500,501,0,1130,1217,0
9,26,9,1,1984,7,2,5,1,1,1,1,0,1,0,0,3,0,0,2,6,3,47,1,0,0,1,72500,501,0,706,0,0
1,1,9,2,1970,14,1,2,1,1,2,-2,-2,-2,-2,-2,1,0,0,6,1,2,85,0,1,0,0,3750,100,0,602,1104,0
7,21,2,1,1975,14,3,5,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,1,4,33,1,0,0,0,27500,150,0,1459,471,0
4,10,2,1,2004,7,4,7,1,3,1,1,0,0,1,0,1,0,0,1,3,2,36,1,0,0,0,77500,501,0,880,672,0
6,18,2,1,1990,7,3,5,1,1,1,1,0,1,0,0,3,0,0,1,3,1,55,0,0,0,1,52500,501,0,1685,0,58
5,15,2,1,2005,2,5,10,1,2,1,1,0,0,0,1,1,0,0,2,3,2,50,1,0,0,0,92500,501,0,1610,1311,0
7,21,2,1,1963,24,4,8,2,2,1,1,0,1,0,0,3,0,0,1,6,2,75,0,1,0,1,77500,501,0,1632,0,0
5,15,7,2,1999,2,1,2,1,1,1,0,-2,-2,-2,-2,3,0,0,1,5,1,53,1,0,0,1,57500,501,0,379,469,0
1,2,2,1,1965,14,3,7,1,2,1,1,0,0,1,0,1,0,0,1,5,4,51,1,0,0,1,47500,501,0,893,1131,0
7,21,2,2,1956,2,3,8,1,1,1,1,0,0,1,0,3,0,0,1,3,3,21,1,0,0,0,12500,100,0,3871,0,0
8,22,2,1,1999,14,3,5,1,1,1,1,0,0,0,1,2,0,0,1,6,3,71,1,1,0,1,97500,501,0,613,0,1665
5,15,2,1,1998,14,3,8,2,2,1,1,0,1,0,0,1,0,0,1,5,2,65,0,1,0,1,120000,501,0,707,683,0
4,10,2,1,1971,14,4,10,1,1,1,0,-2,-2,-2,-2,1,0,0,1,1,4,55,1,0,0,0,82500,501,0,1675,970,0
4,11,2,1,2005,2,3,5,1,1,1,1,0,0,1,0,1,0,0,1,6,2,49,1,0,0,1,52500,501,0,583,586,0
2,3,8,1,1927,24,4,10,2,1,1,1,0,0,1,0,4,0,0,1,5,2,80,1,1,0,1,67500,501,0,1298,428,936
7,21,2,1,2007,2,3,7,1,2,1,1,0,1,0,0,1,0,0,1,5,3,52,1,1,0,1,120000,501,0,2796,407,0
5,15,2,1,1992,2,4,10,1,2,1,1,0,0,1,0,1,0,0,2,5,6,41,1,0,0,0,87500,501,0,1789,1612,0
6,18,2,1,2006,2,3,6,2,1,2,-2,-2,-2,-2,-2,3,0,0,1,1,2,69,0,1,0,0,22500,501,0,1856,0,0
9,26,2,1,1978,14,3,5,1,2,1,1,0,0,1,0,1,0,0,1,2,2,61,1,0,0,1,120000,501,0,1175,279,0
9,26,2,1,1970,34,3,6,1,2,1,1,0,1,0,0,1,0,0,1,6,1,60,1,1,0,1,72500,501,0,847,166,0
4,12,2,1,1933,24,4,8,1,2,1,1,0,1,0,0,1,0,0,1,6,3,50,0,0,1,0,120000,501,0,1541,1514,0
1,2,3,1,1984,7,2,5,1,2,1,1,0,0,1,0,1,0,0,1,3,3,35,1,0,0,0,110000,501,0,1191,1064,0
3,8,2,1,1977,34,5,7,1,1,1,1,0,1,0,0,3,0,0,1,5,4,51,1,0,0,0,87500,501,0,2442,0,0
6,19,2,1,1956,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,6,2,62,1,1,0,1,37500,501,0,864,0,0
9,27,2,1,2002,7,3,9,2,1,1,1,0,1,0,0,1,0,0,1,8,4,41,0,0,0,0,120000,501,0,1998,1657,0
5,16,2,1,1981,14,2,4,1,1,1,1,0,1,0,0,3,0,0,1,2,1,38,1,0,0,0,22500,501,0,2214,0,338
9,26,4,2,1992,2,3,4,1,1,1,0,-2,-2,-2,-2,1,0,0,2,3,5,32,1,0,0,0,12500,100,1,907,235,0
5,17,2,1,1965,34,3,5,1,2,1,1,0,0,1,0,3,0,0,2,2,2,61,1,0,0,0,52500,501,0,1392,0,0
5,17,1,1,1978,14,3,5,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,2,1,80,0,1,0,0,22500,501,0,646,0,499
7,21,2,1,2002,2,3,6,1,1,1,1,0,0,0,1,3,0,1,1,2,6,29,1,0,0,0,87500,501,0,2415,0,0
3,6,2,1,1950,34,4,7,1,2,1,1,0,1,0,0,1,0,0,1,3,2,64,1,0,0,1,77500,501,0,796,1039,0
1,1,2,2,1982,2,2,5,1,1,1,1,0,1,0,0,1,0,1,1,5,2,59,1,0,0,0,47500,501,0,1306,1451,0
4,12,2,1,1920,14,3,5,1,1,1,1,0,1,0,0,2,0,0,1,3,1,36,1,0,0,0,27500,501,0,1768,0,1050
5,13,2,1,1989,2,5,9,1,3,2,-2,-2,-2,-2,-2,6,0,0,1,5,4,39,1,0,0,1,120000,501,0,1768,0,2026
4,10,9,2,1985,2,1,2,1,1,2,-2,-2,-2,-2,-2,1,0,0,3,4,1,44,0,1,1,0,3750,100,0,252,416,0
9,26,7,2,1975,7,1,3,2,1,1,1,0,1,0,0,1,0,0,2,4,1,37,1,0,0,0,72500,501,0,403,199,0
9,26,2,2,1962,14,2,4,1,1,1,1,0,0,0,0,1,0,0,2,4,1,42,1,0,0,0,47500,501,0,875,466,0
4,11,2,1,1955,14,1,4,1,1,1,1,0,1,0,0,1,0,0,1,2,2,46,1,1,0,0,120000,501,0,381,639,0
2,5,2,1,1960,24,2,4,1,1,1,0,-2,-2,-2,-2,3,0,0,1,5,1,52,1,0,0,1,57500,501,0,2103,0,0
6,19,2,2,1973,2,3,6,1,1,1,1,0,0,1,0,3,0,0,1,4,2,49,0,0,0,0,12500,100,0,1319,0,0
7,21,2,1,1987,24,4,8,1,2,1,1,0,1,0,0,1,0,0,1,3,3,55,1,0,0,0,120000,501,0,2536,1023,0
9,27,9,2,1980,2,-2,1,2,1,1,1,1,0,0,0,-2,0,0,1,3,1,60,1,0,0,0,32500,501,0,1172,0,0
2,3,4,1,1965,2,3,7,1,1,1,1,0,0,1,0,1,0,1,1,3,5,35,1,0,0,0,77500,501,0,1311,1353,0
9,26,2,2,1968,2,2,4,2,1,1,1,0,0,1,0,1,0,0,1,2,3,41,1,0,0,0,110000,501,0,396,347,0
5,17,1,1,1982,2,2,6,1,1,1,1,0,0,1,0,3,0,0,1,2,2,56,1,0,0,1,110000,501,0,1968,0,0
9,26,2,2,2003,2,4,6,1,2,1,1,0,1,0,0,3,0,0,1,2,4,34,0,1,1,0,32500,150,0,797,565,0
1,1,2,1,1920,14,8,14,1,2,1,1,0,1,0,0,4,0,1,6,3,5,35,1,0,0,0,82500,501,0,1208,1019,517
5,17,2,1,1959,44,3,5,1,1,1,1,0,1,1,0,3,0,0,1,2,2,68,1,1,0,0,57500,501,0,1717,0,0
2,5,2,1,1975,14,5,9,1,1,1,1,0,0,1,0,6,0,0,1,5,3,47,1,0,0,0,110000,501,0,1496,0,0
5,17,2,1,2005,2,4,8,1,1,2,-2,-2,-2,-2,-2,3,0,0,4,1,4,30,1,0,0,0,6250,100,0,1899,0,0
5,16,2,1,1930,54,3,7,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,2,1,84,0,1,0,1,12500,150,0,915,0,315
4,10,2,1,1920,14,5,10,1,1,1,1,0,1,0,0,2,0,0,1,5,5,43,1,0,0,1,82500,501,0,2222,0,3163
8,22,2,1,1981,14,3,6,1,1,1,1,0,1,0,0,1,0,0,1,5,2,55,1,0,0,0,42500,501,0,432,596,0
2,5,2,2,1990,7,3,6,1,1,1,1,0,0,1,0,3,0,0,1,2,4,47,1,0,0,0,57500,501,0,1769,0,0
