DIVISION,REPORTABLE_DOMAIN,TYPEHUQ,KOWNRENT,YEARMADE,OCCUPYYRANGE,BEDROOMS,TOTROOMS,STOVEN,NUMFRIG,NUMPC,INTERNET,INDIALUP,INDSL,INCABLE,INSATEL,FUELHEAT,EMPLOYHH,SDESCENT,Householder_Race,EDUCATION,NHSLDMEM,HHAGE,WORKPAY,RETIREPY,SSINCOME,INVESTMT,MONEYPY,POVERTY100,FOODASST,DOLLAREL,DOLLARNG,DOLLARLP
5,17,9,1,1980,7,2,5,1,1,1,1,0,1,0,0,3,0,1,1,3,3,37,1,0,0,0,77500,501,0,1589,0,0
5,15,3,2,1982,2,2,5,1,1,1,1,0,1,0,0,3,0,0,2,2,1,55,1,0,0,0,120000,501,0,1037,0,0
8,22,2,1,1976,34,5,10,1,2,1,1,0,1,0,0,1,0,0,1,4,2,66,1,1,0,0,47500,501,0,1013,765,0
4,12,2,2,1960,7,1,3,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,1,2,50,0,1,1,0,12500,100,1,1086,0,523
4,10,2,1,1999,7,5,13,2,2,1,1,0,0,1,0,1,0,0,1,6,3,48,1,0,0,0,120000,501,0,1791,1275,0
5,17,2,1,1978,7,3,7,1,1,1,1,0,0,0,0,3,0,0,1,2,2,43,1,0,0,0,27500,501,1,1191,0,0
9,26,2,1,1974,2,3,5,1,1,1,1,0,1,0,0,1,0,0,4,6,3,53,1,0,0,1,120000,501,0,773,260,0
5,17,2,1,1997,14,4,5,1,2,1,1,1,1,0,0,3,0,0,1,3,2,52,1,1,1,0,52500,501,0,2306,0,0
3,7,2,1,1954,7,3,6,1,1,1,1,0,1,0,0,1,0,0,1,5,3,50,1,0,0,0,37500,501,0,585,800,0
9,27,8,2,1990,2,-2,1,1,1,1,1,0,1,0,0,3,0,0,1,3,1,23,0,1,0,0,8750,100,0,2205,0,0
5,16,2,1,1970,24,4,7,1,1,1,1,0,1,0,0,6,0,0,2,3,6,55,1,0,0,0,92500,501,0,1699,0,0
5,17,2,2,1984,2,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,26,1,0,0,0,27500,501,0,1544,0,0
2,3,2,1,1952,14,3,6,1,2,1,1,0,1,0,0,1,0,0,1,2,3,78,0,1,1,0,12500,100,0,972,1061,0
1,1,4,2,1920,2,3,5,1,1,1,1,0,0,1,0,3,0,0,1,5,3,21,1,0,0,0,2500,100,0,387,282,0
9,26,2,1,1991,2,2,6,1,1,2,-2,-2,-2,-2,-2,2,0,0,1,3,2,44,1,0,0,0,77500,501,0,700,0,909
3,9,2,1,1952,44,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,1,78,0,1,0,1,27500,501,0,277,652,0
6,19,2,1,2000,2,3,6,2,2,1,1,0,0,1,0,1,0,0,1,5,2,55,1,0,0,1,120000,501,0,935,852,0
9,26,2,1,1967,44,4,8,1,2,1,1,0,0,1,0,1,0,0,1,2,2,83,1,1,0,0,62500,501,0,1150,232,326
5,17,2,1,1978,14,2,7,2,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,73,0,1,0,0,42500,501,0,364,71,0
7,21,8,2,2006,2,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,4,4,31,1,0,0,0,17500,100,1,1861,0,0
3,9,2,1,1920,2,3,7,1,1,1,1,0,1,0,0,1,0,0,1,5,2,31,1,0,0,1,110000,501,0,2111,1038,0
2,3,2,1,1968,14,4,8,1,1,1,1,0,0,1,0,1,0,0,1,7,2,49,1,0,0,1,120000,501,0,2139,1751,0
9,26,2,1,1964,14,3,6,1,1,1,1,0,1,0,0,1,0,0,4,5,3,59,1,0,0,0,120000,501,0,754,281,0
5,14,3,1,1980,14,3,7,1,1,1,0,-2,-2,-2,-2,3,0,0,1,4,1,77,1,1,0,0,110000,501,0,1614,0,0
3,8,2,1,1960,24,3,5,1,1,1,1,0,0,1,0,1,0,0,1,3,2,61,0,1,0,0,32500,501,0,683,716,134
2,5,3,2,1920,2,3,4,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,2,5,43,0,0,0,0,12500,100,0,891,2031,0
2,3,7,2,1972,24,1,3,1,1,1,1,0,0,1,0,1,0,0,2,3,1,56,1,0,0,0,22500,501,0,632,931,0
4,11,3,2,2000,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,6,2,58,1,0,0,1,110000,501,0,401,312,0
7,21,2,1,1956,14,3,5,1,1,1,0,-2,-2,-2,-2,1,0,0,1,2,2,53,1,1,0,0,52500,501,0,2267,867,0
2,4,2,1,1972,34,3,7,1,2,1,0,-2,-2,-2,-2,1,0,0,1,4,1,65,0,1,0,0,27500,501,0,1797,1717,0
9,26,2,1,1979,14,5,8,2,2,1,1,0,0,1,0,1,0,0,1,3,3,52,1,0,0,0,97500,501,0,1127,560,0
9,26,2,2,1960,2,4,7,1,1,1,1,0,0,1,0,1,0,1,1,4,2,32,1,0,0,1,120000,501,0,830,431,0
7,20,7,2,1979,2,1,3,1,1,1,1,0,0,1,0,1,0,0,1,4,1,72,0,1,1,0,17500,501,0,526,240,0
8,24,6,2,1978,2,2,5,1,1,1,1,0,1,0,0,3,0,1,1,2,3,22,1,0,0,0,32500,501,0,1182,0,0
1,2,3,2,1920,2,2,4,1,1,1,1,0,0,1,0,2,0,0,2,4,3,40,1,0,0,0,22500,150,0,691,0,1905
2,5,3,1,1920,7,2,5,1,1,1,1,0,1,0,0,3,0,1,1,3,2,44,1,0,0,0,8750,100,0,1341,0,0
5,17,4,2,1960,2,2,4,1,1,1,1,0,1,0,0,3,0,0,1,4,1,49,1,0,0,0,22500,501,0,1029,0,0
8,22,2,1,1998,14,4,8,2,2,1,1,0,0,1,0,1,0,0,1,6,2,69,1,1,0,0,52500,501,0,729,683,0
2,3,4,1,1920,14,2,5,2,1,1,1,0,0,1,0,1,0,0,2,2,3,79,1,1,0,1,47500,501,0,2370,2826,0
6,18,2,1,1950,2,2,5,1,1,1,0,-2,-2,-2,-2,3,0,1,1,1,5,33,1,0,0,0,17500,100,1,842,0,0
1,1,2,1,1985,14,4,10,1,2,1,1,0,0,1,0,4,0,0,1,5,7,47,1,0,0,0,120000,501,0,2360,0,1950
2,5,1,1,1970,34,3,5,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,1,5,29,1,0,0,0,17500,100,1,1072,0,239
9,26,4,2,1977,2,1,2,1,1,1,1,0,0,1,0,3,0,0,1,3,2,29,1,0,0,0,62500,501,0,635,113,0
4,11,2,1,1972,24,3,8,2,1,1,1,0,0,1,0,1,0,0,1,7,2,64,1,0,0,0,110000,501,0,1166,948,0
7,21,2,1,1981,14,4,9,1,1,1,1,0,1,0,0,1,0,0,2,4,3,48,1,0,0,0,120000,501,0,1359,832,0
5,17,8,1,1990,2,2,4,1,1,1,1,0,0,0,0,3,0,0,1,4,4,43,1,0,0,0,32500,150,0,1611,0,0
7,20,2,1,1950,34,3,7,1,2,1,1,0,1,0,0,1,0,0,1,3,2,62,1,0,0,0,62500,501,0,1983,1144,0
5,16,8,2,1980,7,2,5,1,1,1,1,0,1,0,0,3,0,0,2,4,2,39,1,0,0,0,12500,100,0,1185,0,0
1,1,2,1,2000,2,3,7,2,1,1,1,0,0,1,0,4,0,0,1,5,3,46,1,0,0,1,120000,501,0,1420,0,2330
8,23,2,1,1994,14,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,82,0,1,0,0,32500,501,0,591,751,0
8,22,2,1,2000,7,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,1,2,79,0,1,0,0,37500,501,0,688,0,0
6,19,2,1,1994,14,4,8,1,1,1,1,0,0,0,1,6,0,0,1,2,3,46,1,0,0,0,47500,501,0,1015,0,0
5,17,4,1,2000,2,3,6,1,1,1,1,0,1,0,0,-2,0,0,1,5,4,45,1,0,0,1,110000,501,0,2236,0,0
5,15,2,1,1980,14,3,6,1,1,1,1,0,0,1,0,1,0,0,2,6,1,47,1,0,0,0,72500,501,0,619,751,0
9,27,9,1,1977,34,1,2,1,1,1,1,0,0,1,0,-2,0,0,1,5,1,78,1,1,0,1,77500,501,0,847,0,369
4,12,2,1,1999,2,4,10,2,4,1,1,0,0,1,0,1,0,0,1,6,4,37,1,0,0,1,120000,501,0,3622,2015,0
7,21,2,2,1956,2,3,8,1,2,2,-2,-2,-2,-2,-2,3,0,0,3,6,2,53,1,0,0,0,42500,501,0,1351,343,0
1,2,1,1,1965,14,1,4,1,1,1,1,1,0,0,0,2,0,0,7,2,2,54,0,0,0,0,12500,100,0,1365,0,2232
5,17,1,1,1998,7,3,7,1,2,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,80,0,1,0,1,27500,501,0,2106,0,179
3,6,2,1,1920,34,2,7,1,2,2,-2,-2,-2,-2,-2,1,0,0,1,2,2,72,0,1,0,1,47500,501,0,916,895,0
2,4,8,2,1965,2,1,3,1,1,1,1,0,0,1,0,1,0,0,2,6,1,50,1,0,0,1,52500,501,0,432,857,0
4,12,2,2,1970,7,2,4,2,1,2,-2,-2,-2,-2,-2,2,0,0,1,1,1,55,0,0,0,0,12500,150,1,2460,0,1205
5,15,2,1,1965,2,3,6,1,1,1,1,0,1,0,0,2,0,0,1,2,3,35,1,0,0,0,22500,150,1,1468,0,492
2,4,2,1,1970,14,5,10,1,2,1,1,0,1,0,0,3,0,0,1,5,5,50,1,0,0,0,120000,501,0,2587,2128,0
2,4,4,2,1972,14,1,4,1,1,1,1,0,0,1,0,1,0,0,6,6,1,55,1,0,0,0,77500,501,0,851,929,0
7,21,2,1,2005,2,3,6,1,1,1,1,0,0,1,0,3,0,0,7,3,1,65,1,1,0,0,27500,501,0,1141,0,0
9,26,2,1,1920,14,1,5,2,1,1,1,0,1,0,0,1,0,0,1,6,2,62,1,1,0,1,77500,501,0,1086,277,0
3,8,7,2,1975,24,2,4,1,1,1,1,0,0,1,0,1,0,0,1,2,2,70,0,1,0,0,72500,501,0,595,624,0
4,11,2,1,1950,2,3,5,1,1,1,1,0,0,0,1,1,0,1,1,1,5,31,0,0,0,0,27500,150,0,778,1071,0
7,20,4,2,1970,2,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,0,3,4,2,69,0,1,0,1,17500,150,0,1047,538,0
9,27,3,1,2008,2,2,4,1,1,1,1,0,1,0,0,1,0,0,7,5,2,35,1,0,0,0,57500,501,0,343,497,0
9,26,3,1,1990,7,2,5,1,1,1,1,0,0,0,0,3,0,0,1,5,2,25,1,0,0,0,120000,501,0,363,349,0
8,24,8,2,1979,2,1,3,1,1,1,0,-2,-2,-2,-2,3,0,1,1,2,3,18,1,0,0,0,22500,150,0,997,185,0
9,26,4,2,1991,14,2,5,1,1,1,1,0,0,1,0,1,0,0,4,2,2,71,0,1,0,0,3750,100,0,466,218,0
9,26,2,1,1975,7,3,5,1,3,2,-2,-2,-2,-2,-2,3,0,0,1,1,9,75,0,1,1,0,12500,100,1,2705,0,965
9,26,2,1,1990,2,4,7,1,2,1,1,0,1,0,0,-2,0,1,1,2,8,39,1,0,0,0,72500,501,0,1598,579,0
5,17,6,2,1996,2,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,2,2,21,1,0,0,0,8750,100,0,1325,0,0
3,9,2,1,1976,34,4,8,1,1,1,1,0,0,1,0,1,0,0,1,4,1,62,1,0,0,0,42500,501,0,634,990,0
5,14,9,1,2000,7,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,5,2,81,1,1,0,1,77500,501,0,1376,0,0
6,19,2,1,1982,24,2,5,1,1,1,1,1,0,0,0,3,0,0,1,1,3,85,0,1,0,0,27500,501,1,1985,0,0
5,17,3,1,1992,2,2,5,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,1,79,1,1,0,1,42500,501,0,823,0,0
5,17,2,1,1983,14,3,6,1,1,1,1,0,1,0,0,3,0,0,7,3,3,51,1,0,0,0,87500,501,0,2962,0,0
3,6,4,1,1920,7,-2,1,2,1,1,1,0,0,1,0,1,0,0,1,3,1,31,1,0,0,0,12500,150,0,2240,2152,0
7,21,2,1,1999,14,2,4,1,1,1,1,0,1,0,0,3,0,0,1,3,1,65,1,1,0,0,27500,501,0,1194,0,0
2,5,1,1,1995,7,2,5,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,3,3,61,1,0,1,0,22500,150,0,1810,0,766
4,11,2,1,1993,2,4,7,1,2,1,1,0,0,1,0,3,0,0,1,5,3,50,1,0,0,0,62500,501,0,1503,1059,0
1,2,2,1,2000,7,4,8,1,1,1,1,0,0,1,0,4,0,0,1,5,3,49,1,0,0,1,120000,501,0,1532,0,3256
9,27,7,2,1970,2,1,4,1,1,1,1,0,0,1,0,3,0,0,1,6,1,34,1,0,0,0,57500,501,0,214,0,0
5,17,9,2,2005,2,1,2,2,1,1,1,0,0,1,0,-2,0,0,1,4,2,54,1,0,0,1,77500,501,0,1190,0,0
9,26,2,2,1950,14,2,6,1,1,1,1,1,0,0,0,-2,0,1,1,3,5,49,1,0,0,0,8750,100,0,446,310,0
5,17,2,1,2003,7,4,9,1,1,1,1,0,1,0,0,3,0,1,1,3,5,39,1,0,0,1,62500,501,0,4950,0,0
3,9,3,2,2008,2,4,9,1,1,1,1,0,1,0,0,1,0,0,1,3,4,35,1,0,0,1,110000,501,0,857,586,0
8,25,2,2,1958,2,3,5,1,2,1,1,0,1,0,0,1,0,0,7,5,4,53,1,1,1,0,27500,150,1,1360,784,0
6,18,2,2,1936,2,3,6,1,1,1,1,0,1,0,0,3,0,0,1,1,7,33,1,0,0,0,32500,100,0,2856,0,0
2,3,9,2,1960,14,1,3,2,1,2,-2,-2,-2,-2,-2,2,0,0,2,2,3,40,1,0,0,0,12500,100,1,606,309,1224
5,17,9,2,2005,2,1,3,1,1,1,1,0,1,0,0,3,0,0,2,3,1,39,1,0,0,0,47500,501,0,710,0,0
9,26,2,2,1953,2,2,5,1,2,1,1,1,0,0,0,3,0,1,1,1,2,47,1,0,1,0,42500,501,0,658,112,0
5,15,2,1,1979,34,2,4,2,1,2,-2,-2,-2,-2,-2,4,0,0,1,2,1,66,0,1,0,0,8750,100,1,445,0,1549
9,27,2,1,2004,7,4,8,1,3,1,1,0,0,1,0,1,0,0,1,2,3,51,1,0,0,1,110000,501,0,1265,828,0
4,12,2,1,1999,14,4,9,1,2,1,1,0,1,0,0,3,0,0,1,2,3,40,1,0,0,0,47500,501,0,2470,0,0
1,2,2,1,1992,7,2,5,1,1,1,1,0,1,0,0,1,0,0,1,5,1,78,1,1,0,0,22500,501,0,593,1928,0
4,10,2,1,1967,7,3,6,2,1,1,1,0,1,0,0,3,0,0,1,5,2,52,1,0,0,1,120000,501,0,2411,0,2760
4,12,2,1,1978,7,5,9,2,2,1,1,0,1,0,0,1,0,0,4,7,5,35,1,0,0,0,120000,501,0,1059,1309,0
8,25,2,1,1999,7,3,4,1,2,1,1,0,0,1,0,1,0,1,1,5,4,34,1,0,0,0,97500,501,0,1042,619,0
7,21,7,2,1975,2,1,3,1,1,1,1,0,0,0,0,-2,0,0,1,2,2,21,1,0,0,0,57500,501,0,1129,0,0
5,17,2,1,1992,14,3,6,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,1,1,82,0,1,1,0,22500,501,0,879,0,0
4,12,2,2,1923,2,4,8,1,1,1,1,0,1,0,0,3,0,0,1,5,2,34,1,0,0,0,120000,501,0,1103,0,0
9,26,9,2,1975,2,-2,1,1,1,1,1,0,1,0,0,-2,0,1,1,5,3,26,1,0,0,0,42500,501,1,832,156,0
8,23,2,1,2002,7,3,7,1,1,1,1,1,0,0,0,1,0,0,1,3,5,34,1,0,0,0,47500,501,0,838,778,0
3,7,2,2,1958,2,4,6,1,1,1,1,0,1,0,0,1,0,0,2,5,4,29,1,0,0,0,37500,501,0,1134,1136,0
2,3,4,2,1950,2,-2,1,1,1,2,-2,-2,-2,-2,-2,4,0,0,2,1,2,49,0,0,0,0,32500,501,1,982,92,824
9,26,2,2,1985,14,2,4,1,2,1,1,0,1,0,0,6,0,0,1,3,1,64,1,0,0,0,32500,501,0,1896,0,0
2,5,2,1,2006,2,4,11,2,3,1,1,0,0,1,0,2,0,0,1,6,4,50,1,0,0,0,120000,501,0,1889,0,1478
2,3,4,2,1920,2,2,4,1,1,1,1,0,1,0,0,3,0,0,3,3,3,34,1,0,0,0,32500,501,1,1570,0,0
5,17,2,1,1971,14,2,5,2,1,1,1,1,0,0,0,3,0,0,1,2,4,38,1,0,0,0,47500,501,0,2144,0,0
2,3,3,1,1960,24,5,10,1,2,1,0,-2,-2,-2,-2,4,0,0,1,5,3,23,1,1,1,1,27500,501,0,1270,0,1378
6,19,4,2,2000,2,2,4,1,2,1,1,0,0,0,0,3,0,0,2,5,1,26,1,0,0,0,22500,501,0,862,0,0
7,20,7,2,1980,2,1,2,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,4,1,28,1,0,0,0,42500,501,0,732,0,0
5,17,2,2,1945,2,6,12,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,6,33,1,0,0,0,32500,150,1,2618,0,0
1,1,4,2,1920,2,-2,1,1,1,1,1,0,0,1,0,3,0,0,1,5,1,28,0,0,0,0,2500,100,0,921,163,0
4,12,2,1,1959,34,3,8,1,2,1,1,0,1,0,0,1,0,0,1,5,3,36,0,1,1,0,32500,501,0,1774,953,0
6,19,6,2,1990,2,2,5,1,2,1,1,0,1,0,0,3,0,1,6,2,2,37,1,0,0,0,47500,501,0,1204,0,0
7,21,6,2,1986,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,2,5,21,1,0,0,0,57500,501,0,1175,0,0
3,7,6,2,1970,2,3,6,1,1,1,1,0,1,0,0,1,0,0,1,2,4,36,1,0,0,0,37500,501,0,1598,678,0
2,3,9,2,1940,2,1,3,1,1,1,1,0,0,1,0,1,0,0,2,5,2,62,1,0,0,1,120000,501,0,743,1307,0
2,5,2,1,1968,7,2,4,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,1,4,46,0,0,0,0,2500,100,0,460,0,587
1,2,4,1,1965,2,2,4,1,1,1,1,0,0,1,0,1,0,0,1,5,2,50,1,0,0,0,110000,501,0,800,1143,0
5,17,2,1,1991,14,3,7,1,1,1,1,0,0,0,0,3,0,0,2,6,2,51,1,0,0,0,62500,501,0,1776,0,0
5,16,2,1,1997,14,3,7,1,1,1,1,0,1,0,0,3,0,0,1,2,1,64,0,1,0,0,52500,501,0,2275,0,0
9,27,7,2,1969,7,2,6,1,1,1,1,0,1,0,0,3,0,0,2,2,4,68,1,1,0,0,57500,501,1,1434,0,0
7,20,2,1,2009,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,3,2,68,1,1,0,0,6250,100,0,1047,0,0
4,12,2,1,1937,44,4,7,1,1,1,1,0,1,0,0,1,0,0,1,4,1,18,0,1,0,1,42500,501,0,448,1085,0
7,21,2,1,1948,14,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,0,2,58,1,0,0,0,42500,501,0,856,730,0
5,17,2,1,2004,2,4,7,1,1,1,1,0,1,0,0,3,0,0,1,5,2,61,1,1,0,0,97500,501,0,1822,50,0
8,23,2,1,1994,14,6,12,2,2,1,1,0,0,1,0,1,0,0,1,6,8,45,1,0,0,1,120000,501,0,2338,1504,0
4,12,2,1,1984,14,4,7,1,1,1,1,0,1,0,0,1,0,0,1,4,2,53,1,0,0,0,67500,501,0,1069,1570,0
9,26,2,1,1956,7,3,6,1,2,1,1,0,1,0,0,1,0,0,1,5,5,39,1,0,0,1,110000,501,0,1941,292,0
9,27,2,1,1965,44,4,11,2,3,1,1,0,0,1,0,-2,0,0,5,3,2,82,0,1,0,1,47500,501,0,1923,0,0
2,3,3,1,1960,2,4,7,1,2,1,1,0,0,0,1,3,0,0,2,7,4,60,1,0,0,0,120000,501,0,3302,171,0
7,21,6,1,1976,7,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,1,1,1,3,38,1,0,0,0,17500,100,1,1655,0,0
2,3,9,2,1963,14,1,3,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,5,1,64,0,0,1,0,12500,150,0,799,401,575
7,21,2,2,1979,2,3,6,1,1,1,0,-2,-2,-2,-2,1,0,0,6,1,1,71,0,1,0,0,12500,150,0,507,482,0
3,6,7,2,1955,2,1,3,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,1,24,0,0,0,0,22500,501,0,409,625,0
6,18,2,1,2004,7,3,7,1,2,1,1,1,0,0,0,3,0,0,1,5,2,48,1,0,0,0,120000,501,0,1412,36,977
5,17,4,2,2004,2,3,4,1,1,1,1,0,0,1,0,3,0,0,1,5,3,28,1,0,0,0,57500,501,0,1273,0,0
5,16,4,2,1985,2,3,6,1,1,1,0,-2,-2,-2,-2,3,0,0,4,0,8,34,1,0,1,0,2500,100,1,1651,0,0
7,20,2,2,1980,2,3,5,1,1,1,1,0,0,1,0,3,0,0,1,6,3,24,1,0,0,0,8750,100,0,1493,835,0
9,26,2,1,1957,54,3,6,1,1,1,1,0,0,1,0,1,0,0,1,4,2,79,1,1,0,0,47500,501,0,1449,535,0
4,10,2,1,1952,54,4,8,1,1,1,1,0,1,0,0,1,0,0,1,3,1,85,0,1,0,1,22500,501,0,404,1080,0
5,16,2,1,1973,2,3,6,1,1,1,0,-2,-2,-2,-2,3,0,0,1,3,2,54,1,0,0,0,37500,501,0,1597,0,0
4,12,2,1,1984,14,3,6,1,1,1,1,0,0,0,1,3,0,0,1,3,2,58,1,1,0,0,97500,501,0,2509,0,0
7,21,1,1,1986,24,3,5,1,1,1,1,0,1,0,0,3,0,0,1,5,1,51,1,0,0,0,42500,501,0,1558,0,0
3,9,4,2,1940,2,2,5,1,1,1,1,0,0,1,0,1,0,0,1,2,2,22,1,0,0,0,8750,100,0,1334,244,0
3,7,2,1,1920,7,3,7,1,1,2,-2,-2,-2,-2,-2,1,0,0,3,1,1,49,1,0,0,0,37500,501,0,638,826,0
5,14,4,2,1920,7,1,3,1,1,2,-2,-2,-2,-2,-2,3,0,0,2,2,1,59,0,0,0,0,17500,501,1,1665,112,0
2,3,3,1,1920,64,1,3,1,1,2,-2,-2,-2,-2,-2,4,0,0,2,5,1,73,1,1,0,1,12500,150,0,1667,65,2694
6,19,4,2,1990,2,2,4,1,1,2,-2,-2,-2,-2,-2,3,0,0,1,2,2,56,0,0,0,0,2500,100,0,824,0,0
9,27,7,2,1969,2,2,3,1,1,1,1,0,0,1,0,3,0,0,1,3,2,54,0,0,1,0,8750,100,1,1520,0,0
4,11,2,1,1965,2,3,5,2,1,2,-2,-2,-2,-2,-2,1,0,0,1,3,4,32,1,0,0,0,77500,501,0,471,538,0
4,10,2,1,1998,14,5,11,2,3,1,1,0,0,1,0,3,0,0,1,3,2,52,1,0,0,1,120000,501,0,2313,1110,0
5,15,2,1,2003,7,3,6,1,1,1,1,0,0,1,0,3,0,0,1,4,4,38,0,0,0,0,27500,150,0,1483,0,0
8,25,2,1,1985,7,4,10,1,2,1,1,0,1,0,0,6,0,0,1,4,4,36,1,0,0,0,72500,501,0,1951,0,1901
5,17,4,1,1980,7,2,6,1,1,1,1,0,0,1,0,3,0,0,1,6,1,64,1,1,0,0,52500,501,0,412,0,0
9,27,2,2,1950,2,3,6,1,1,1,1,0,0,0,1,1,0,0,1,3,4,39,1,0,0,0,32500,150,1,767,722,0
5,17,2,1,1972,7,3,6,1,2,1,1,0,0,1,0,3,0,0,1,4,3,34,1,0,0,0,110000,501,0,1518,0,0
1,1,4,2,1965,2,-2,1,1,1,1,1,0,0,1,0,1,0,0,4,5,1,24,1,0,0,0,8750,100,0,499,1320,0
8,24,2,1,2005,2,5,10,2,1,1,1,0,0,1,0,3,0,0,1,5,4,31,1,0,0,0,110000,501,0,2189,667,0
8,24,2,1,1971,7,3,7,2,1,1,1,0,1,0,0,3,0,0,4,4,4,61,1,0,0,0,62500,501,0,1572,791,0
2,5,2,1,1965,2,4,9,1,2,1,1,0,0,1,0,4,0,0,1,5,5,42,1,0,0,0,92500,501,0,2057,0,1793
8,25,2,1,1998,2,3,6,1,1,1,1,0,0,1,0,1,0,0,1,3,4,43,1,0,0,0,37500,501,0,1656,669,0
8,22,2,1,1976,14,3,7,1,1,1,1,0,1,0,0,3,0,0,2,4,1,61,1,1,0,0,27500,501,0,511,495,0
1,2,4,2,1920,7,2,5,1,1,1,1,0,1,0,0,1,0,0,1,4,2,33,1,0,0,0,47500,501,0,724,1457,0
6,18,3,2,1960,14,3,5,1,1,1,1,0,1,0,0,1,0,0,1,0,2,48,1,0,1,0,8750,100,0,968,570,0
4,11,2,2,1949,14,2,5,1,1,1,0,-2,-2,-2,-2,2,0,0,1,5,2,62,1,0,0,0,52500,501,0,746,0,1948
5,17,4,2,1984,2,1,2,1,1,1,1,0,0,1,0,-2,0,0,4,5,2,28,0,0,0,0,22500,501,0,1254,0,0
7,21,3,2,1960,7,2,4,1,1,2,-2,-2,-2,-2,-2,1,0,1,1,1,3,39,1,0,0,0,22500,150,0,716,492,0
4,10,2,1,1949,2,3,5,1,1,1,1,0,1,0,0,6,0,0,1,5,4,35,1,0,0,0,62500,501,0,905,0,820
5,13,2,1,1991,14,4,8,1,2,1,1,0,1,0,0,1,0,0,2,5,3,50,1,0,0,1,110000,501,0,1866,1077,0
4,10,2,1,2005,2,5,13,1,2,1,1,0,0,1,0,1,0,1,1,8,4,38,1,0,0,1,120000,501,0,1379,1308,0
5,13,1,2,1980,2,3,4,1,1,1,1,0,1,0,0,3,0,1,1,5,6,39,1,0,0,0,17500,100,0,1665,0,0
5,15,2,1,1960,24,4,9,1,1,2,-2,-2,-2,-2,-2,1,0,0,2,2,2,52,1,0,0,0,47500,501,0,963,907,0
3,7,6,1,1989,7,2,4,1,1,1,1,0,1,0,0,1,0,0,1,2,2,63,1,1,0,1,82500,501,0,450,725,0
2,3,8,2,1940,2,1,3,1,1,1,1,0,0,1,0,4,0,1,6,1,2,33,1,0,0,0,17500,150,1,684,74,1073
1,1,2,1,1940,14,2,5,1,1,2,-2,-2,-2,-2,-2,4,0,0,1,3,1,64,1,0,0,0,17500,501,0,1032,0,1703
7,21,2,2,1960,2,5,8,1,1,1,1,0,0,1,0,3,0,0,1,3,3,21,1,0,0,0,27500,501,0,1183,185,0
1,2,2,1,1965,34,3,6,1,2,1,1,0,0,1,0,1,0,0,1,3,2,69,1,1,0,0,62500,501,0,711,2123,0
8,23,2,1,1980,2,5,8,1,3,1,1,0,0,1,0,1,0,0,1,5,2,42,1,0,0,1,120000,501,0,823,763,0
5,17,2,1,2002,7,4,8,1,2,1,1,1,0,0,0,3,0,0,2,2,6,18,1,0,0,0,42500,150,0,2285,0,0
2,5,2,1,1930,34,4,9,1,2,1,1,0,0,1,0,1,0,0,1,4,4,56,1,0,0,0,110000,501,0,1553,1702,0
9,26,1,1,1965,14,3,5,2,1,1,1,0,0,1,0,3,0,0,1,3,1,72,0,1,0,0,8750,100,0,1044,201,0
3,6,6,2,1970,2,2,5,1,1,1,0,-2,-2,-2,-2,1,0,0,2,5,4,42,0,0,0,0,87500,501,0,806,876,0
5,17,2,1,1962,14,4,6,1,2,1,1,0,1,0,0,3,0,0,2,3,4,50,1,0,0,0,37500,501,0,2257,0,0
5,16,1,1,1980,24,3,7,1,1,1,1,0,0,1,0,3,0,0,1,3,3,45,1,0,0,0,62500,501,0,1974,37,0
4,10,2,1,1956,14,4,8,1,2,1,1,0,1,0,0,1,0,0,1,2,2,59,1,1,0,1,52500,501,0,904,851,0
4,10,2,1,1920,34,3,6,2,1,1,1,0,1,0,0,1,0,0,1,3,2,65,1,1,0,1,37500,501,0,2686,664,2345
